name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,major_classification,subclass_category,country,country_abrv,pop_density_km_squared,pop_density_mi_squared,1950_pop_thousands,2000_pop_thousands,2015_pop_thousands
Lucerne Valley 030,35468,Valid,CK4,4.12,Found,2004.0,34.48708,-116.95796999999999,"(34.48708, -116.95797)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 031,35469,Valid,CK4,3.22,Found,2004.0,34.4871,-116.9578,"(34.4871, -116.9578)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 032,35470,Valid,CK4,11.87,Found,2004.0,34.49015,-116.94985,"(34.49015, -116.94985)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 035,35471,Valid,CK4,0.92,Found,2004.0,34.4868,-116.95837,"(34.4868, -116.95837)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 036,35472,Valid,CK4,2.48,Found,2004.0,34.48793,-116.95638000000001,"(34.48793, -116.95638)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 037,35473,Valid,CK4,0.9,Found,2004.0,34.48887,-116.95223,"(34.48887, -116.95223)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 040,31365,Valid,L6,5.21,Found,2004.0,34.4921,-116.94308000000001,"(34.4921, -116.94308)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 041,31366,Valid,L6,0.84,Found,2004.0,34.48975,-116.94277,"(34.48975, -116.94277)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 042,31367,Valid,L6,2.17,Found,2004.0,34.48595,-116.9637,"(34.48595, -116.9637)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 043,31368,Valid,L4,1.75,Found,2004.0,34.48457,-116.96255,"(34.48457, -116.96255)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 044,31369,Valid,L6,106.22,Found,2004.0,34.48413,-116.96083,"(34.48413, -116.96083)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 045,31370,Valid,L6,38.56,Found,2004.0,34.487,-116.96512,"(34.487, -116.96512)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 046,31371,Valid,L6,10.32,Found,2004.0,34.48742,-116.9735,"(34.48742, -116.9735)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 047,31372,Valid,L6,30.43,Found,2004.0,34.486129999999996,-116.9739,"(34.48613, -116.9739)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 048,31373,Valid,H4,2.29,Found,2004.0,34.486670000000004,-116.95833,"(34.48667, -116.95833)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 049,30748,Valid,L6,9.2,Found,2004.0,34.48472,-116.96106999999999,"(34.48472, -116.96107)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 050,32766,Valid,H4,6.85,Found,2005.0,34.48728,-116.95833,"(34.48728, -116.95833)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 051,44718,Valid,L5,6.0,Found,2003.0,34.525,-116.95333000000001,"(34.525, -116.95333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 057,45967,Valid,L6,13.15,Found,2005.0,34.486,-116.97275,"(34.486, -116.97275)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 058,45968,Valid,L6,0.85,Found,2006.0,34.51092,-116.93961999999999,"(34.51092, -116.93962)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 089,52460,Valid,L5,2.6,Found,2007.0,34.48972,-116.98128,"(34.48972, -116.98128)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 090,52461,Valid,L5,30.7,Found,2007.0,34.48823,-116.97797,"(34.48823, -116.97797)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 091,52462,Valid,H4,12.7,Found,2007.0,34.48075,-116.9788,"(34.48075, -116.9788)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 092,52463,Valid,H5,0.6,Found,2007.0,34.48148,-116.95325,"(34.48148, -116.95325)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 093,52464,Valid,L6,3.93,Found,2007.0,34.4887,-116.9788,"(34.4887, -116.9788)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 094,52526,Valid,CK5,3.5,Found,2008.0,34.487120000000004,-116.96146999999999,"(34.48712, -116.96147)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 095,52527,Valid,CK5,1.1,Found,2008.0,34.48657,-116.9592,"(34.48657, -116.9592)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 096,52528,Valid,L5,7.3,Found,2008.0,34.48662,-116.9564,"(34.48662, -116.9564)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 097,52529,Valid,CK4,6.5,Found,2008.0,34.48565,-116.95673000000001,"(34.48565, -116.95673)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 098,52530,Valid,CK4,1.5,Found,2008.0,34.48703,-116.95595,"(34.48703, -116.95595)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 099,52531,Valid,CK5,3.2,Found,2008.0,34.48733,-116.96055,"(34.48733, -116.96055)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 100,52532,Valid,CK5,0.8,Found,2008.0,34.48738,-116.96065,"(34.48738, -116.96065)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 101,52533,Valid,CK4,4.0,Found,2008.0,34.48598,-116.95593000000001,"(34.48598, -116.95593)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lucerne Valley 120,52465,Valid,L6,43.1,Found,2010.0,34.48388,-116.9501,"(34.48388, -116.9501)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lueders,14750,Valid,"Iron, IAB-MG",35400.0,Found,1973.0,32.83611,-99.60417,"(32.83611, -99.60417)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Luis Lopez,14751,Valid,"Iron, IIIAB",7000.0,Found,1896.0,34.0,-106.96667,"(34.0, -106.96667)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Lunar Dry Lake,30749,Valid,L5,32.5,Found,2003.0,38.39918,-115.9967,"(38.39918, -115.9967)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Luray,14758,Valid,OC,861.0,Found,1976.0,39.11667,-98.68333,"(39.11667, -98.68333)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Lushton,14760,Valid,L6,6700.0,Found,1914.0,40.74972,-97.74972,"(40.74972, -97.74972)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Lusk,14761,Valid,Iron,46.0,Found,1940.0,42.76667,-104.35,"(42.76667, -104.35)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Macy,15378,Valid,L6,42000.0,Found,1984.0,34.21667,-103.91667,"(34.21667, -103.91667)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Majuba,30752,Valid,L5,370.0,Found,1999.0,40.6265,-118.41033,"(40.6265, -118.41033)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Majuba 002,30753,Valid,H4,2420.0,Found,2003.0,40.62832,-118.4167,"(40.62832, -118.4167)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Majuba 003,30754,Valid,H4,1306.0,Found,2003.0,40.63078,-118.40918,"(40.63078, -118.40918)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Majuba 007,54684,Valid,H4,1823.3,Found,2007.0,40.61667,-118.38472,"(40.61667, -118.38472)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mandalay Spring,57454,Valid,L6,2854.0,Found,2012.0,40.89201,-118.55318999999999,"(40.89201, -118.55319)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Mangum,55331,Valid,H4,750.0,Found,2008.0,34.849,-99.704,"(34.849, -99.704)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mapleton,15410,Valid,"Iron, IIIAB",49000.0,Found,1939.0,42.18333,-95.71667,"(42.18333, -95.71667)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Marengo,15415,Valid,L6,68.0,Found,1991.0,42.291109999999996,-88.62556,"(42.29111, -88.62556)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Maricopa,15420,Valid,H,50.0,Found,1980.0,33.25,-112.05,"(33.25, -112.05)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Marion (Kansas),15425,Valid,L5,2890.0,Found,1955.0,38.36667,-97.03333,"(38.36667, -97.03333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Marlow,15428,Valid,L5,68000.0,Found,1936.0,34.6,-97.91667,"(34.6, -97.91667)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Marshall County,15433,Valid,"Iron, IIIAB",6800.0,Found,1860.0,37.0,-88.25,"(37.0, -88.25)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Marsland,15434,Valid,H5,6850.0,Found,1933.0,42.45,-103.3,"(42.45, -103.3)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mart,15435,Valid,"Iron, IVA",7140.0,Found,1898.0,31.5,-96.88333,"(31.5, -96.88333)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Mayday,15448,Valid,H4,6900.0,Found,1955.0,39.47444,-96.925,"(39.47444, -96.925)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mayfield,15450,Valid,H4,38400.0,Found,1972.0,37.30833,-97.545,"(37.30833, -97.545)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mayodan,15452,Valid,"Iron, IIAB",15400.0,Found,1920.0,36.38333,-79.86667,"(36.38333, -79.86667)",Iron,IIAB,United States,US,35.0,13.0,157813,283230,321225
McAddo,15457,Valid,L6,1100.0,Found,1935.0,33.75,-100.93333,"(33.75, -100.93333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
McCook,15459,Valid,L6,3602.0,Found,1965.0,40.02,-100.78333,"(40.02, -100.78333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
McCracken,15460,Valid,H4/5,1530.0,Found,1980.0,38.525,-99.81,"(38.525, -99.81)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
McKenzie Draw (a),15461,Valid,H4,11800.0,Found,1989.0,32.925,-102.625,"(32.925, -102.625)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
McKenzie Draw (b),15462,Valid,H4,2990.0,Found,1989.0,32.925,-102.625,"(32.925, -102.625)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
McKinney,15463,Valid,L4,150000.0,Found,1870.0,33.18333,-96.71667,"(33.18333, -96.71667)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
McLean,15464,Valid,H6,4300.0,Found,1939.0,35.23333,-100.6,"(35.23333, -100.6)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Meadow (a),15465,Valid,H5,1495.0,Found,1975.0,33.33139,-102.26889,"(33.33139, -102.26889)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Meadow (b),15466,Valid,L6,691.0,Found,1981.0,33.33139,-102.26889,"(33.33139, -102.26889)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Melrose (a),15475,Valid,L5,36400.0,Found,1933.0,34.38333,-103.61667,"(34.38333, -103.61667)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Melrose (b),15476,Valid,Howardite,50.5,Found,1971.0,34.39833,-103.605,"(34.39833, -103.605)",Achondrite,Howardite,United States,US,35.0,13.0,157813,283230,321225
Melvern Lake,15477,Valid,H5,7746.0,Found,1950.0,38.525,-95.78056,"(38.525, -95.78056)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mereta,15488,Valid,H4,1417.5,Found,1941.0,31.426109999999998,-100.13333,"(31.42611, -100.13333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mertzon,15490,Valid,"Iron, IAB-ung",3720.0,Found,1943.0,31.26667,-100.83333,"(31.26667, -100.83333)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Mesa Verde Park,15494,Valid,"Iron, IAB-ung",3500.0,Found,1922.0,37.16667,-108.5,"(37.16667, -108.5)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Miami,16630,Valid,H5,57700.0,Found,1930.0,35.66667,-100.6,"(35.66667, -100.6)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Millen,16644,Valid,H4,40800.0,Found,1975.0,32.83528,-81.87389,"(32.83528, -81.87389)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Miller (Kansas),16646,Valid,H4,970.0,Found,1950.0,38.625,-96.02278000000001,"(38.625, -96.02278)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mills,16687,Valid,H6,88000.0,Found,1970.0,36.23,-104.11889000000001,"(36.23, -104.11889)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Milnesand (stone),16690,Valid,L6,34.0,Found,1981.0,33.63333,-103.33333,"(33.63333, -103.33333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Milton,16691,Valid,"Pallasite, ungrouped",2040.0,Found,2000.0,40.2875,-95.37666999999999,"(40.2875, -95.37667)",Stony-Iron,Pallasite,United States,US,35.0,13.0,157813,283230,321225
Mincy,16694,Valid,Mesosiderite-B4,89400.0,Found,1857.0,36.55,-93.1,"(36.55, -93.1)",Stony-Iron,Mesosiderite,United States,US,35.0,13.0,157813,283230,321225
Mission,16704,Valid,L,12000.0,Found,1949.0,43.31667,-100.76666999999999,"(43.31667, -100.76667)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Moapa Valley,48952,Valid,CM1,698.8,Found,2004.0,36.55722,-114.42693999999999,"(36.55722, -114.42694)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Modoc (1948),16712,Valid,H6,1800.0,Found,1948.0,38.5,-101.1,"(38.5, -101.1)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mohawk,34059,Valid,"Iron, IAB complex",586.0,Found,2000.0,32.73,-113.71,"(32.73, -113.71)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Monahans (1938),16718,Valid,"Iron, IIF",27900.0,Found,1938.0,31.48333,-102.88333,"(31.48333, -102.88333)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Monticello,16728,Valid,Howardite,210.0,Found,1982.0,36.95,-84.9,"(36.95, -84.9)",Achondrite,Howardite,United States,US,35.0,13.0,157813,283230,321225
Monument Draw,16732,Valid,Acapulcoite,524.5,Found,1985.0,32.50333,-102.74333,"(32.50333, -102.74333)",Achondrite,Acapulcoite,United States,US,35.0,13.0,157813,283230,321225
Moriarty,16744,Valid,L,330.0,Found,1975.0,34.98333,-106.05,"(34.98333, -106.05)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Morland,16746,Valid,H6,295000.0,Found,1890.0,39.33333,-100.06667,"(39.33333, -100.06667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Morrill,16749,Valid,"Iron, IAB-an",1387.0,Found,1920.0,42.18333,-103.93333,"(42.18333, -103.93333)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Morristown,16750,Valid,Mesosiderite-A3,16300.0,Found,1887.0,36.2,-83.38333,"(36.2, -83.38333)",Stony-Iron,Mesosiderite,United States,US,35.0,13.0,157813,283230,321225
Morrow County,51707,Valid,L6,18200.0,Found,1999.0,45.5,-119.5,"(45.5, -119.5)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Morton,16753,Valid,H6,6400.0,Found,1980.0,33.71667,-102.76666999999999,"(33.71667, -102.76667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mosca,16755,Valid,L6,6220.0,Found,1942.0,37.63333,-105.83333,"(37.63333, -105.83333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Mosquero,16757,Valid,H4,1800.0,Found,1963.0,35.75,-103.93333,"(35.75, -103.93333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mount Joy,16779,Valid,"Iron, IIAB",384000.0,Found,1887.0,39.78333,-77.21667,"(39.78333, -77.21667)",Iron,IIAB,United States,US,35.0,13.0,157813,283230,321225
Mount Morris (New York),16782,Valid,H,12.5,Found,1897.0,42.7,-77.88333,"(42.7, -77.88333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mount Morris (Wisconsin),16783,Valid,"Iron, IAB-an",676.0,Found,1937.0,44.0,-89.25,"(44.0, -89.25)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Mount Ouray,16784,Valid,"Iron, IID",900.0,Found,1898.0,38.41667,-106.21667,"(38.41667, -106.21667)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Mount Vernon,16806,Valid,"Pallasite, PMG",159000.0,Found,1868.0,36.93333,-87.4,"(36.93333, -87.4)",Stony-Iron,Pallasite,United States,US,35.0,13.0,157813,283230,321225
Mud Dry Lake,16840,Valid,H3,18255.0,Found,2002.0,37.8594,-117.02096999999999,"(37.8594, -117.02097)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Mulberry Draw,16845,Valid,L5,9716.0,Found,1963.0,35.63333,-100.13333,"(35.63333, -100.13333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Muleshoe,16846,Valid,H4/6,3600.0,Found,1972.0,34.12167,-102.695,"(34.12167, -102.695)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Murfreesboro,16877,Valid,"Iron, ungrouped",8600.0,Found,1847.0,35.83333,-86.41667,"(35.83333, -86.41667)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Muroc,16879,Valid,L,18.4,Found,1936.0,34.91667,-117.83333,"(34.91667, -117.83333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Muroc Dry Lake,16880,Valid,L6,223.0,Found,1936.0,34.91667,-117.83333,"(34.91667, -117.83333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Murphy,16881,Valid,"Iron, IIAB",7700.0,Found,1899.0,35.1,-84.03333,"(35.1, -84.03333)",Iron,IIAB,United States,US,35.0,13.0,157813,283230,321225
Myersville,16886,Valid,OC,5397.0,Found,1969.0,28.95,-97.40278,"(28.95, -97.40278)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Naruna (a),16916,Valid,H4,672.3,Found,1935.0,30.95,-98.26666999999999,"(30.95, -98.26667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Naruna (b),16917,Valid,H4,513.3,Found,1942.0,30.95,-98.28333,"(30.95, -98.28333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Nashville (iron),16920,Valid,Iron,18000.0,Found,1934.0,35.96667,-77.96667,"(35.96667, -77.96667)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Nashville (stone),16921,Valid,L6,25000.0,Found,1939.0,37.45,-98.41667,"(37.45, -98.41667)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Navajo,16926,Valid,"Iron, IIAB",2184000.0,Found,1921.0,35.33333,-109.5,"(35.33333, -109.5)",Iron,IIAB,United States,US,35.0,13.0,157813,283230,321225
Naviska,48657,Valid,"Iron, IAB complex",147.0,Found,2004.0,32.5,-111.28,"(32.5, -111.28)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Nazareth (a),16928,Valid,L6,44.0,Found,1938.0,34.5,-102.25,"(34.5, -102.25)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Nazareth (b),16929,Valid,L6,3600.0,Found,1967.0,34.5,-102.25,"(34.5, -102.25)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Nazareth (c),16930,Valid,H5,222.0,Found,1970.0,34.58333,-102.08333,"(34.58333, -102.08333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Nazareth (d),16931,Valid,H6,1500.0,Found,1968.0,34.58333,-102.08333,"(34.58333, -102.08333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Nazareth (e),16932,Valid,H6,13100.0,Found,1977.0,34.58333,-102.05,"(34.58333, -102.05)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Nazareth (iron),16933,Valid,"Iron, IIIAB",11310.0,Found,1968.0,34.52667,-102.105,"(34.52667, -102.105)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Needles,16936,Valid,"Iron, IID",45300.0,Found,1962.0,34.44417,-114.8325,"(34.44417, -114.8325)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Needmore,16937,Valid,OC,1793.0,Found,1976.0,34.04472,-102.79916999999999,"(34.04472, -102.79917)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Neenach,16938,Valid,L6,13800.0,Found,1948.0,34.8,-118.5,"(34.8, -118.5)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Nelson County,16942,Valid,"Iron, IIIF",73030.0,Found,1856.0,37.75,-85.5,"(37.75, -85.5)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Ness County (1894),16946,Valid,L6,82000.0,Found,1894.0,38.5,-99.6,"(38.5, -99.6)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Ness County (1938),16947,Valid,H4,652.0,Found,1938.0,38.48333,-99.91667,"(38.48333, -99.91667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
New Almelo,16951,Valid,L5,8000.0,Found,1917.0,39.66667,-100.0,"(39.66667, -100.0)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
New Baltimore,16952,Valid,"Iron, ungrouped",20000.0,Found,1922.0,40.0,-78.85,"(40.0, -78.85)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
New Deal,52094,Valid,H6,266.0,Found,2010.0,33.721,-101.8389,"(33.721, -101.8389)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
New Leipzig,16955,Valid,"Iron, IAB-MG",20000.0,Found,1936.0,46.36667,-101.95,"(46.36667, -101.95)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
New Lynn,16956,Valid,L6,800.0,Found,1986.0,33.17,-101.63833000000001,"(33.17, -101.63833)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
New Mexico,16957,Valid,Iron,130.0,Found,1935.0,34.5,-107.0,"(34.5, -107.0)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
New Moore (a),16958,Valid,OC,100.3,Found,1972.0,33.11667,-102.11667,"(33.11667, -102.11667)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
New Moore (b),16959,Valid,OC,200.0,Found,1975.0,33.11833,-102.11333,"(33.11833, -102.11333)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
New Raymer,30758,Valid,LL4,3400.0,Found,1995.0,40.62583,-103.84033000000001,"(40.62583, -103.84033)",Chondrite,LL,United States,US,35.0,13.0,157813,283230,321225
New Westville,16961,Valid,"Iron, IVA",4800.0,Found,1941.0,39.8,-84.81667,"(39.8, -84.81667)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Newport,16962,Valid,"Pallasite, PMG",5600.0,Found,1923.0,35.6,-91.26666999999999,"(35.6, -91.26667)",Stony-Iron,Pallasite,United States,US,35.0,13.0,157813,283230,321225
Newsom,16963,Valid,L6,892.0,Found,1939.0,37.6,-105.83333,"(37.6, -105.83333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Niagara,16969,Valid,"Iron, IAB-sLL",115.0,Found,1879.0,48.0,-97.93333,"(48.0, -97.93333)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Norcateur,16991,Valid,L6,3200.0,Found,1940.0,39.81667,-100.2,"(39.81667, -100.2)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Nordheim,16992,Valid,"Iron, ungrouped",15150.0,Found,1932.0,28.866670000000003,-97.61667,"(28.86667, -97.61667)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Norfolk,16993,Valid,"Iron, IIIAB",23000.0,Found,1907.0,36.9,-76.3,"(36.9, -76.3)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Norristown,16997,Valid,"Iron, IIIAB",4200.0,Found,1965.0,32.51667,-82.55,"(32.51667, -82.55)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Northampton,17009,Valid,Iron,353.0,Found,1963.0,42.31667,-72.63333,"(42.31667, -72.63333)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Northbranch,17010,Valid,H5,76000.0,Found,1972.0,39.99167,-98.34167,"(39.99167, -98.34167)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Nuevo Laredo,17937,Valid,Eucrite-mmict,500.0,Found,1950.0,27.5,-99.5,"(27.5, -99.5)",Achondrite,Eucrite,United States,US,35.0,13.0,157813,283230,321225
Ocate,48976,Valid,"Iron, IAB-MG",6400.0,Found,1986.0,36.29533,-105.04833,"(36.29533, -105.04833)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Oakley (iron),17972,Valid,"Iron, IIIF",111000.0,Found,1926.0,42.33333,-113.7,"(42.33333, -113.7)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Oakley (stone),17973,Valid,H6,27700.0,Found,1895.0,38.95,-101.01666999999999,"(38.95, -101.01667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Oasis State Park,17974,Valid,OC,606.0,Found,1968.0,34.22833,-103.35833000000001,"(34.22833, -103.35833)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Oberlin,17975,Valid,LL5,2500.0,Found,1911.0,39.8,-100.51666999999999,"(39.8, -100.51667)",Chondrite,LL,United States,US,35.0,13.0,157813,283230,321225
Ocotillo,17980,Valid,"Iron, IAB-MG",28570.0,Found,1990.0,32.83333,-116.06667,"(32.83333, -116.06667)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Octave Mine,35633,Valid,H5,1304.2,Found,2004.0,34.13228,-112.70225,"(34.13228, -112.70225)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Odessa (iron),17985,Valid,"Iron, IAB-MG",1600000.0,Found,1922.0,31.71667,-102.4,"(31.71667, -102.4)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
O'Donnell,17987,Valid,H5,12700.0,Found,1992.0,32.91217,-101.91866999999999,"(32.91217, -101.91867)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Ogallala,17992,Valid,"Iron, IAB-sLL",3300.0,Found,1918.0,41.16667,-101.66667,"(41.16667, -101.66667)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Okechobee,18001,Valid,L4,1000.0,Found,1916.0,26.683329999999998,-80.8,"(26.68333, -80.8)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Oktibbeha County,18003,Valid,"Iron, IAB-ung",156.0,Found,1854.0,33.5,-89.0,"(33.5, -89.0)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Old Dominion Mine,18004,Valid,H4,42.0,Found,2000.0,34.85958,-116.22113,"(34.85958, -116.22113)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
