name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,major_classification,subclass_category,country,country_abrv,pop_density_km_squared,pop_density_mi_squared,1950_pop_thousands,2000_pop_thousands,2015_pop_thousands
Ellerslie,10020,Valid,L5,10200.0,Found,1905.0,-28.9,146.76667,"(-28.9, 146.76667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Elsinora,10027,Valid,H5,1797.0,Found,1922.0,-29.45,143.6,"(-29.45, 143.6)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Eltanin,10028,Valid,Mesosiderite,1200.0,Found,1981.0,-57.786669999999994,-90.79333000000001,"(-57.78667, -90.79333)",Stony-Iron,Mesosiderite,Australia,AU,3.0,1.0,8219,19138,21910
Erldunda,10046,Valid,H5,190.0,Found,1992.0,-25.296470000000003,133.20006,"(-25.29647, 133.20006)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Esperance,10052,Valid,L/LL3.4,397.0,Found,1991.0,-33.86667,121.91667,"(-33.86667, 121.91667)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Ethiudna,10060,Valid,L4,74318.0,Found,1977.0,-32.03333,139.78333,"(-32.03333, 139.78333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Fenbark,10085,Valid,H5,1861.0,Found,1968.0,-30.440279999999998,121.25693999999999,"(-30.44028, 121.25694)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 001,10124,Valid,H5,97.7,Found,1967.0,-30.816670000000002,128.21667,"(-30.81667, 128.21667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 002,10125,Valid,L6,26000.0,Found,1980.0,-30.98333,127.88333,"(-30.98333, 127.88333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 003,10126,Valid,H3,74.0,Found,1970.0,-30.9,128.08333000000002,"(-30.9, 128.08333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 004,10127,Valid,L6,64.0,Found,1970.0,-30.46667,128.2,"(-30.46667, 128.2)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 005,10128,Valid,H4,36.0,Found,1970.0,-30.45833,128.21667,"(-30.45833, 128.21667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 006,10129,Valid,L6,47.3,Found,1977.0,-30.633329999999997,128.125,"(-30.63333, 128.125)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 007,10130,Valid,H4,910.0,Found,1979.0,-30.785,128.01667,"(-30.785, 128.01667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 008,10131,Valid,L6,122.6,Found,1979.0,-30.75,127.99167,"(-30.75, 127.99167)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 009,10132,Valid,L6,1000.0,Found,1979.0,-30.15,128.08333000000002,"(-30.15, 128.08333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 010,10133,Valid,L4,359.0,Found,1982.0,-30.116670000000003,127.86667,"(-30.11667, 127.86667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 011,10134,Valid,H5,34.6,Found,1982.0,-30.15,128.08333000000002,"(-30.15, 128.08333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 012,10135,Valid,H5,28.6,Found,1982.0,-30.15,128.08333000000002,"(-30.15, 128.08333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 013,10136,Valid,L6,26.9,Found,1982.0,-30.15,128.08333000000002,"(-30.15, 128.08333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 014,10137,Valid,H5,104.0,Found,1990.0,-30.78333,127.75,"(-30.78333, 127.75)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 015,10138,Valid,H4,82.0,Found,1990.0,-30.78333,127.8,"(-30.78333, 127.8)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 016,10139,Valid,H5-6,46.87,Found,1992.0,-30.15383,128.07283,"(-30.15383, 128.07283)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 017,10140,Valid,H4,4.6,Found,1992.0,-30.17417,128.069,"(-30.17417, 128.069)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 018,10141,Valid,H6,54.41,Found,1992.0,-30.16667,128.08333000000002,"(-30.16667, 128.08333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 019,10142,Valid,H5,42.94,Found,1992.0,-30.16667,126.08333,"(-30.16667, 126.08333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 020,10143,Valid,L5/6,6.99,Found,1992.0,-30.73783,127.95366999999999,"(-30.73783, 127.95367)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 021,10144,Valid,L6,59.7,Found,1992.0,-30.757,127.95167,"(-30.757, 127.95167)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 022,10145,Valid,L5,7.46,Found,1992.0,-30.77283,127.94667,"(-30.77283, 127.94667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 023,10146,Valid,L4,7.67,Found,1992.0,-30.781670000000002,127.94417,"(-30.78167, 127.94417)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 024,10147,Valid,LL6,16.23,Found,1992.0,-30.758,127.94783000000001,"(-30.758, 127.94783)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 025,10148,Valid,L5,8.11,Found,1992.0,-30.756,127.93717,"(-30.756, 127.93717)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 026,10149,Valid,H5/6,64.11,Found,1992.0,-30.757,127.938,"(-30.757, 127.938)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 027,10150,Valid,L5/6,14.41,Found,1992.0,-30.75967,127.94983,"(-30.75967, 127.94983)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 028,10151,Valid,L7,48.7,Found,1992.0,-30.732329999999997,127.949,"(-30.73233, 127.949)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 029,10152,Valid,H3-5,6.0,Found,1992.0,-30.7315,127.93916999999999,"(-30.7315, 127.93917)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 030,10153,Valid,L6/7,77.68,Found,1992.0,-30.731,127.93916999999999,"(-30.731, 127.93917)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 031,10154,Valid,H4,0.83,Found,1992.0,-30.73783,127.95366999999999,"(-30.73783, 127.95367)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 032,10155,Valid,L6/7,1.38,Found,1992.0,-30.71667,127.93333,"(-30.71667, 127.93333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 033,10156,Valid,EL6,31.3,Found,1991.0,-30.75,128.08333000000002,"(-30.75, 128.08333)",Chondrite,E,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 034,10157,Valid,L6,99.0,Found,1991.0,-30.75,128.08333000000002,"(-30.75, 128.08333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 035,10158,Valid,L6,166.0,Found,1991.0,-30.75,128.08333000000002,"(-30.75, 128.08333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 036,10159,Valid,H6,57.0,Found,1991.0,-30.75,128.08333000000002,"(-30.75, 128.08333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest 037,10160,Valid,H4,10.0,Found,1991.0,-30.75,128.08333000000002,"(-30.75, 128.08333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Forrest Lakes,10161,Valid,LL5,500.0,Found,1948.0,-29.41667,129.5,"(-29.41667, 129.5)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Forrest Lakes 002,10162,Valid,H5,52.0,Found,1974.0,-29.58333,128.91666999999998,"(-29.58333, 128.91667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Frenchman Bay,10182,Valid,H3.5,8800.0,Found,1964.0,-30.60833,115.16667,"(-30.60833, 115.16667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Gascoyne Junction,10865,Valid,H5,10000.0,Found,1978.0,-24.5,115.18333,"(-24.5, 115.18333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Gibson,10913,Valid,Lodranite,67.1,Found,1991.0,-33.68333,121.8,"(-33.68333, 121.8)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Gilgoin,10915,Valid,H5,147000.0,Found,1889.0,-30.383329999999997,147.2,"(-30.38333, 147.2)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Gladstone (iron),10920,Valid,"Iron, IAB-MG",736600.0,Found,1915.0,-23.9,151.3,"(-23.9, 151.3)",Iron,IAB,Australia,AU,3.0,1.0,8219,19138,21910
Glenormiston,10933,Valid,"Iron, ungrouped",40800.0,Found,1925.0,-22.9,138.71667,"(-22.9, 138.71667)",Iron,Iron,Australia,AU,3.0,1.0,8219,19138,21910
Gnowangerup,10937,Valid,"Iron, IIIAB",33600.0,Found,1976.0,-34.0,118.1,"(-34.0, 118.1)",Iron,IIIAB,Australia,AU,3.0,1.0,8219,19138,21910
Gundaring,11452,Valid,"Iron, IIIAB",112500.0,Found,1937.0,-33.3,117.66667,"(-33.3, 117.66667)",Iron,IIIAB,Australia,AU,3.0,1.0,8219,19138,21910
Gunnadorah,11454,Valid,H5,19.7,Found,1968.0,-31.0,125.93333,"(-31.0, 125.93333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Gunnadorah 002,11455,Valid,L5,46.0,Found,1976.0,-30.46667,126.18333,"(-30.46667, 126.18333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Gunnadorah 003,11456,Valid,L6,2.81,Found,1994.0,-30.499670000000002,126.22183000000001,"(-30.49967, 126.22183)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Gunnadorah 004,11457,Valid,H5,47.35,Found,1994.0,-30.46717,126.34366999999999,"(-30.46717, 126.34367)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Gunnadorah 005,11458,Valid,L6,40.37,Found,1994.0,-30.474829999999997,126.35883000000001,"(-30.47483, 126.35883)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Gunnadorah 006,11459,Valid,L6,16.01,Found,1994.0,-30.474829999999997,126.35883000000001,"(-30.47483, 126.35883)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Gunnadorah 007,11460,Valid,L6,3.26,Found,1994.0,-30.48033,126.347,"(-30.48033, 126.347)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Gunnadorah 008,11461,Valid,H6,6.13,Found,1994.0,-30.480829999999997,126.34633000000001,"(-30.48083, 126.34633)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Gunnadorah 009,11462,Valid,H6,0.4,Found,1994.0,-30.480829999999997,126.34633000000001,"(-30.48083, 126.34633)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Gunnadorah 010,11463,Valid,H5,1.3,Found,1994.0,-30.46667,126.33333,"(-30.46667, 126.33333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Gunnadorah 011,50994,Valid,L,33.0,Found,1993.0,-30.9685,126.252,"(-30.9685, 126.252)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Haig,11471,Valid,"Iron, IIIAB",503000.0,Found,1951.0,-31.383329999999997,125.63333,"(-31.38333, 125.63333)",Iron,IIIAB,Australia,AU,3.0,1.0,8219,19138,21910
Hamilton (Queensland),11483,Valid,L6,68000.0,Found,1966.0,-28.48333,148.25,"(-28.48333, 148.25)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hammond Downs,11814,Valid,H4,27000.0,Found,1950.0,-25.46667,142.8,"(-25.46667, 142.8)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Henbury,11872,Valid,"Iron, IIIAB",2000000.0,Found,1931.0,-24.566670000000002,133.16666999999998,"(-24.56667, 133.16667)",Iron,IIIAB,Australia,AU,3.0,1.0,8219,19138,21910
Hermitage Plains,11877,Valid,L6,32000.0,Found,1909.0,-31.73333,146.4,"(-31.73333, 146.4)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hidden Valley,11882,Valid,"Iron, IIIAB",7000.0,Found,1991.0,-19.116670000000003,145.41666999999998,"(-19.11667, 145.41667)",Iron,IIIAB,Australia,AU,3.0,1.0,8219,19138,21910
Huckitta,11922,Valid,"Pallasite, PMG-an",2300000.0,Found,1924.0,-22.366670000000003,135.76667,"(-22.36667, 135.76667)",Stony-Iron,Pallasite,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 001,11925,Valid,LL6,379.0,Found,1990.0,-30.45,129.5,"(-30.45, 129.5)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 002,11926,Valid,L6,1074.0,Found,,-30.566670000000002,129.63333,"(-30.56667, 129.63333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 003,11927,Valid,H5,3200.0,Found,,-30.23333,129.4,"(-30.23333, 129.4)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 004,11928,Valid,Howardite,304.0,Found,1991.0,-30.58517,129.58667,"(-30.58517, 129.58667)",Achondrite,Howardite,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 005,11929,Valid,Howardite,284.0,Found,1991.0,-30.60267,129.57528,"(-30.60267, 129.57528)",Achondrite,Howardite,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 006,11930,Valid,H5,367.0,Found,1991.0,-30.57,129.31467,"(-30.57, 129.31467)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 007,11931,Valid,Ureilite,58.0,Found,1991.0,-30.56833,129.6375,"(-30.56833, 129.6375)",Achondrite,Ureilite,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 008,11932,Valid,L5,44.0,Found,1989.0,-30.4,129.01667,"(-30.4, 129.01667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 009,11933,Valid,Ureilite,108.0,Found,1991.0,-30.41667,129.81667,"(-30.41667, 129.81667)",Achondrite,Ureilite,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 010,11934,Valid,L6,71.0,Found,1991.0,-30.2635,129.81033,"(-30.2635, 129.81033)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 011,11935,Valid,L4,263.0,Found,1991.0,-30.23333,129.08333000000002,"(-30.23333, 129.08333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 012,11936,Valid,H5,25.0,Found,1991.0,-30.28333,129.56667,"(-30.28333, 129.56667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 013,11937,Valid,H5,4000.0,Found,1991.0,-30.66167,129.11667,"(-30.66167, 129.11667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 014,11938,Valid,L5/6,57.5,Found,1991.0,-30.51867,129.54017,"(-30.51867, 129.54017)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 015,11939,Valid,L3.8,31.2,Found,1991.0,-30.51667,129.192,"(-30.51667, 129.192)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 016,11940,Valid,L6,58.0,Found,1991.0,-30.547,129.18917,"(-30.547, 129.18917)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 017,11941,Valid,H6,138.0,Found,1991.0,-30.55167,129.22133,"(-30.55167, 129.22133)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 018,11942,Valid,H5/6,53.5,Found,1991.0,-30.568,129.713,"(-30.568, 129.713)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 019,11943,Valid,H5,90.5,Found,1991.0,-30.168329999999997,129.04183,"(-30.16833, 129.04183)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 020,11944,Valid,L6,23.6,Found,1991.0,-30.27467,129.0185,"(-30.27467, 129.0185)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 021,11945,Valid,L3.6,159.9,Found,1991.0,-30.668,129.462,"(-30.668, 129.462)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 022,11946,Valid,L5/6,104.0,Found,1991.0,-30.21583,129.72083,"(-30.21583, 129.72083)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 023,11947,Valid,LL6,111.0,Found,1991.0,-30.085,129.10283,"(-30.085, 129.10283)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 024,11948,Valid,L5,333.0,Found,1991.0,-30.53367,129.42417,"(-30.53367, 129.42417)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 025,11949,Valid,L5,172.0,Found,1991.0,-30.70117,129.46716999999998,"(-30.70117, 129.46717)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 026,11950,Valid,Brachinite,360.0,Found,1995.0,-30.0,129.16666999999998,"(-30.0, 129.16667)",Achondrite,Brachinite,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 027,11951,Valid,H5,68.0,Found,1993.0,-30.55667,129.63867,"(-30.55667, 129.63867)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 028,11952,Valid,H6,62.0,Found,1993.0,-30.608829999999998,129.62566999999999,"(-30.60883, 129.62567)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 029,11953,Valid,H5,74.0,Found,1993.0,-30.408170000000002,129.33833,"(-30.40817, 129.33833)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 030,11954,Valid,R3-6,100.0,Found,1991.0,-30.668,129.462,"(-30.668, 129.462)",Chondrite,R,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 031,11955,Valid,L4,120.0,Found,1991.0,-30.173059999999996,129.53611,"(-30.17306, 129.53611)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 032,11956,Valid,L5,42.7,Found,1991.0,-30.168329999999997,129.5,"(-30.16833, 129.5)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 033,11957,Valid,CO3,20.0,Found,1991.0,-30.13389,129.0625,"(-30.13389, 129.0625)",Chondrite,C,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 034,11958,Valid,H5,150.6,Found,1993.0,-30.28333,129.53333,"(-30.28333, 129.53333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 035,11959,Valid,L6,23.0,Found,1993.0,-30.33333,129.5,"(-30.33333, 129.5)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 036,11960,Valid,H4,35.9,Found,1993.0,-30.35,129.66666999999998,"(-30.35, 129.66667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 037,11961,Valid,H5,28.5,Found,1994.0,-30.41667,129.65,"(-30.41667, 129.65)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 038,11962,Valid,LL6,10.0,Found,1993.0,-30.383329999999997,129.68333,"(-30.38333, 129.68333)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 039,11963,Valid,LL5,8.5,Found,1993.0,-30.383329999999997,129.7,"(-30.38333, 129.7)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 040,11964,Valid,L5,159.1,Found,1993.0,-30.383329999999997,129.51667,"(-30.38333, 129.51667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 041,11965,Valid,LL6,14.0,Found,1993.0,-30.433329999999998,129.6,"(-30.43333, 129.6)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 042,11966,Valid,H4,39.0,Found,1993.0,-30.433329999999998,129.55,"(-30.43333, 129.55)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 043,11967,Valid,L6,47.4,Found,1993.0,-30.35,129.65,"(-30.35, 129.65)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 044,11968,Valid,L5/6,98.5,Found,1993.0,-30.316670000000002,129.68333,"(-30.31667, 129.68333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 045,11969,Valid,L4,25.6,Found,1993.0,-30.33333,129.68333,"(-30.33333, 129.68333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 046,11970,Valid,H5,96.9,Found,1993.0,-30.55,129.65,"(-30.55, 129.65)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 047,11971,Valid,H5/6,1100.0,Found,1993.0,-30.316670000000002,129.73333,"(-30.31667, 129.73333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 048,11972,Valid,H5,46.0,Found,1993.0,-30.33333,129.76667,"(-30.33333, 129.76667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 049,11973,Valid,L6,33.6,Found,1993.0,-30.383329999999997,129.81667,"(-30.38333, 129.81667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 050,11974,Valid,H5,47.4,Found,1993.0,-30.33333,129.8,"(-30.33333, 129.8)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 051,11975,Valid,H3,12.8,Found,1993.0,-30.433329999999998,129.76667,"(-30.43333, 129.76667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 052,11976,Valid,L5,458.3,Found,1993.0,-30.46667,129.71667,"(-30.46667, 129.71667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 053,11977,Valid,L5,68.9,Found,1993.0,-30.46667,129.78333,"(-30.46667, 129.78333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 054,11978,Valid,L5,311.2,Found,1993.0,-30.46667,129.8,"(-30.46667, 129.8)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 055,11979,Valid,L5,664.4,Found,1993.0,-30.46667,129.8,"(-30.46667, 129.8)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 056,11980,Valid,L5,186.8,Found,1993.0,-30.48333,129.63333,"(-30.48333, 129.63333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 057,11981,Valid,L5,74.3,Found,1993.0,-30.46667,129.68333,"(-30.46667, 129.68333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Hughes 058,11982,Valid,H6,37.2,Found,1993.0,-30.433329999999998,129.5,"(-30.43333, 129.5)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Ifould Lake 001,52649,Valid,L5,40.9,Found,2008.0,-30.85,132.08333000000002,"(-30.85, 132.08333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Ingella Station,12034,Valid,H5,50000.0,Found,1987.0,-25.55,142.78333,"(-25.55, 142.78333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Jeedamya,12077,Valid,H6,914.0,Found,1971.0,-29.58333,121.16667,"(-29.58333, 121.16667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Juderina Spring,45814,Valid,L6,2198.0,Found,1990.0,-25.91667,119.3,"(-25.91667, 119.3)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Kaldoonera Hill,12233,Valid,H6,12000.0,Found,1956.0,-32.61667,134.85,"(-32.61667, 134.85)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Kappakoola,12252,Valid,H6,392.5,Found,1929.0,-33.25,135.53333,"(-33.25, 135.53333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Kapunda,12254,Valid,"Iron, IIIAB",542.0,Found,1965.0,-34.31667,138.93333,"(-34.31667, 138.93333)",Iron,IIIAB,Australia,AU,3.0,1.0,8219,19138,21910
Kielpa,12302,Valid,H5,13600.0,Found,1948.0,-33.6,136.1,"(-33.6, 136.1)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Kimba,12310,Valid,H4,1492.0,Found,1997.0,-33.21667,136.41666999999998,"(-33.21667, 136.41667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Kinclaven 001,12313,Valid,L5,17.3,Found,1973.0,-30.46667,125.7,"(-30.46667, 125.7)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Kittakittaooloo,12327,Valid,H4,3600.0,Found,1970.0,-28.03333,138.13333,"(-28.03333, 138.13333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Koraleigh,12346,Valid,L6,450.0,Found,1943.0,-35.1,143.4,"(-35.1, 143.4)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Kulnine,12372,Valid,L6,55300.0,Found,1886.0,-34.15,141.78333,"(-34.15, 141.78333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Kumerina,12375,Valid,"Iron, IIC",53500.0,Found,1937.0,-24.91667,119.41667,"(-24.91667, 119.41667)",Iron,Iron,Australia,AU,3.0,1.0,8219,19138,21910
Kyancutta,12386,Valid,"Iron, IIIAB",32700.0,Found,1932.0,-33.28333,136.0,"(-33.28333, 136.0)",Iron,IIIAB,Australia,AU,3.0,1.0,8219,19138,21910
Kybo 001,12387,Valid,LL5,2492.7,Found,1984.0,-31.183329999999998,126.41667,"(-31.18333, 126.41667)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Kybunga,12388,Valid,L5,7900.0,Found,1956.0,-33.9,138.48333,"(-33.9, 138.48333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Lake Bonney,12436,Valid,L6,2750.0,Found,1961.0,-37.75,140.3,"(-37.75, 140.3)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Lake Brown,12437,Valid,L6,23400.0,Found,1919.0,-31.0,118.5,"(-31.0, 118.5)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Lake Carnegie,55549,Valid,Eucrite-cm,12.1,Found,1992.0,-26.21667,122.5,"(-26.21667, 122.5)",Achondrite,Eucrite,Australia,AU,3.0,1.0,8219,19138,21910
Lake Frome 001,12438,Valid,H5,32.5,Found,1992.0,-30.71061,140.15142,"(-30.71061, 140.15142)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Lake Frome 002,12439,Valid,H5,201.0,Found,1992.0,-30.71061,140.15142,"(-30.71061, 140.15142)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Lake Frome 003,12440,Valid,H6,5.0,Found,1992.0,-30.71061,140.15142,"(-30.71061, 140.15142)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Lake Frome 004,12441,Valid,H6,107.0,Found,1992.0,-30.71061,140.15142,"(-30.71061, 140.15142)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Lake Frome 005,12442,Valid,L5,54.0,Found,1992.0,-30.71061,140.15142,"(-30.71061, 140.15142)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
